INFO:root:File download successful
INFO:root:Creating folder
INFO:root:Bhavdata file copied from the dowloads folder
INFO:root:Create record 0 :Symbol-20MICRONS, Date-2020-11-26, Series-EQ
INFO:root:Create record 1 :Symbol-21STCENMGM, Date-2020-11-26, Series-EQ
INFO:root:Create record 2 :Symbol-3IINFOTECH, Date-2020-11-26, Series-EQ
INFO:root:Create record 3 :Symbol-3MINDIA, Date-2020-11-26, Series-EQ
INFO:root:Create record 4 :Symbol-3PLAND, Date-2020-11-26, Series-EQ
INFO:root:Create record 5 :Symbol-5PAISA, Date-2020-11-26, Series-EQ
INFO:root:Create record 6 :Symbol-617GS2021, Date-2020-11-26, Series-GS
INFO:root:Create record 7 :Symbol-63MOONS, Date-2020-11-26, Series-EQ
INFO:root:Create record 8 :Symbol-8KMILES, Date-2020-11-26, Series-BE
INFO:root:Create record 9 :Symbol-A2ZINFRA, Date-2020-11-26, Series-EQ
INFO:root:Create record 10 :Symbol-AAATECH, Date-2020-11-26, Series-SM
INFO:root:Create record 11 :Symbol-AAKASH, Date-2020-11-26, Series-EQ
INFO:root:Create record 12 :Symbol-AARON, Date-2020-11-26, Series-EQ
INFO:root:Create record 13 :Symbol-AARTIDRUGS, Date-2020-11-26, Series-EQ
INFO:root:Create record 14 :Symbol-AARTIIND, Date-2020-11-26, Series-EQ
INFO:root:Create record 15 :Symbol-AARTISURF, Date-2020-11-26, Series-EQ
INFO:root:Create record 16 :Symbol-AARVEEDEN, Date-2020-11-26, Series-EQ
INFO:root:Create record 17 :Symbol-AARVI, Date-2020-11-26, Series-EQ
INFO:root:Create record 18 :Symbol-AAVAS, Date-2020-11-26, Series-EQ
INFO:root:Create record 19 :Symbol-ABAN, Date-2020-11-26, Series-EQ
INFO:root:Create record 20 :Symbol-ABB, Date-2020-11-26, Series-EQ
INFO:root:Create record 21 :Symbol-ABBOTINDIA, Date-2020-11-26, Series-EQ
INFO:root:Create record 22 :Symbol-ABCAPITAL, Date-2020-11-26, Series-EQ
INFO:root:Create record 23 :Symbol-ABFRL, Date-2020-11-26, Series-EQ
INFO:root:Create record 24 :Symbol-ABFRLPP, Date-2020-11-26, Series-E1
INFO:root:Create record 25 :Symbol-ABINFRA, Date-2020-11-26, Series-SM
INFO:root:Create record 26 :Symbol-ABMINTLTD, Date-2020-11-26, Series-BE
INFO:root:Create record 27 :Symbol-ABSLBANETF, Date-2020-11-26, Series-EQ
INFO:root:Create record 28 :Symbol-ABSLNN50ET, Date-2020-11-26, Series-EQ
INFO:root:Create record 29 :Symbol-ABSLRIF6RG, Date-2020-11-26, Series-MF
INFO:root:Create record 30 :Symbol-ACC, Date-2020-11-26, Series-EQ
INFO:root:Create record 31 :Symbol-ACCELYA, Date-2020-11-26, Series-EQ
INFO:root:Create record 32 :Symbol-ACCURACY, Date-2020-11-26, Series-SM
INFO:root:Create record 33 :Symbol-ACE, Date-2020-11-26, Series-EQ
INFO:root:Create record 34 :Symbol-ADANIENT, Date-2020-11-26, Series-EQ
INFO:root:Create record 35 :Symbol-ADANIGAS, Date-2020-11-26, Series-EQ
INFO:root:Create record 36 :Symbol-ADANIGREEN, Date-2020-11-26, Series-EQ
INFO:root:Create record 37 :Symbol-ADANIPORTS, Date-2020-11-26, Series-EQ
INFO:root:Create record 38 :Symbol-ADANIPOWER, Date-2020-11-26, Series-EQ
INFO:root:Create record 39 :Symbol-ADANITRANS, Date-2020-11-26, Series-EQ
INFO:root:Create record 40 :Symbol-ADFFOODS, Date-2020-11-26, Series-EQ
INFO:root:Create record 41 :Symbol-ADHUNIKIND, Date-2020-11-26, Series-EQ
INFO:root:Create record 42 :Symbol-ADL, Date-2020-11-26, Series-BE
INFO:root:Create record 43 :Symbol-ADORWELD, Date-2020-11-26, Series-EQ
INFO:root:Create record 44 :Symbol-ADROITINFO, Date-2020-11-26, Series-BE
INFO:root:Create record 45 :Symbol-ADSL, Date-2020-11-26, Series-EQ
INFO:root:Create record 46 :Symbol-ADVANIHOTR, Date-2020-11-26, Series-EQ
INFO:root:Create record 47 :Symbol-ADVENZYMES, Date-2020-11-26, Series-EQ
INFO:root:Create record 48 :Symbol-AEGISCHEM, Date-2020-11-26, Series-EQ
INFO:root:Create record 49 :Symbol-AFFLE, Date-2020-11-26, Series-EQ
INFO:root:Create record 50 :Symbol-AGARIND, Date-2020-11-26, Series-EQ
INFO:root:Create record 51 :Symbol-AGCNET, Date-2020-11-26, Series-BE
INFO:root:Create record 52 :Symbol-AGRITECH, Date-2020-11-26, Series-EQ
INFO:root:Create record 53 :Symbol-AGROPHOS, Date-2020-11-26, Series-EQ
INFO:root:Create record 54 :Symbol-AHLADA, Date-2020-11-26, Series-SM
INFO:root:Create record 55 :Symbol-AHLEAST, Date-2020-11-26, Series-EQ
INFO:root:Create record 56 :Symbol-AHLUCONT, Date-2020-11-26, Series-EQ
INFO:root:Create record 57 :Symbol-AHLWEST, Date-2020-11-26, Series-EQ
INFO:root:Create record 58 :Symbol-AIAENG, Date-2020-11-26, Series-EQ
INFO:root:Create record 59 :Symbol-AIRAN, Date-2020-11-26, Series-EQ
INFO:root:Create record 60 :Symbol-AIROLAM, Date-2020-11-26, Series-SM
INFO:root:Create record 61 :Symbol-AJANTPHARM, Date-2020-11-26, Series-EQ
INFO:root:Create record 62 :Symbol-AJMERA, Date-2020-11-26, Series-EQ
INFO:root:Create record 63 :Symbol-AJOONI, Date-2020-11-26, Series-SM
INFO:root:Create record 64 :Symbol-AKASH, Date-2020-11-26, Series-EQ
INFO:root:Create record 65 :Symbol-AKSHARCHEM, Date-2020-11-26, Series-EQ
INFO:root:Create record 66 :Symbol-AKSHOPTFBR, Date-2020-11-26, Series-EQ
INFO:root:Create record 67 :Symbol-AKZOINDIA, Date-2020-11-26, Series-EQ
INFO:root:Create record 68 :Symbol-ALANKIT, Date-2020-11-26, Series-EQ
INFO:root:Create record 69 :Symbol-ALBERTDAVD, Date-2020-11-26, Series-EQ
INFO:root:Create record 70 :Symbol-ALCHEM, Date-2020-11-26, Series-EQ
INFO:root:Create record 71 :Symbol-ALEMBICLTD, Date-2020-11-26, Series-EQ
INFO:root:Create record 72 :Symbol-ALICON, Date-2020-11-26, Series-EQ
INFO:root:Create record 73 :Symbol-ALKALI, Date-2020-11-26, Series-EQ
INFO:root:Create record 74 :Symbol-ALKEM, Date-2020-11-26, Series-EQ
INFO:root:Create record 75 :Symbol-ALKYLAMINE, Date-2020-11-26, Series-EQ
INFO:root:Create record 76 :Symbol-ALLCARGO, Date-2020-11-26, Series-EQ
INFO:root:Create record 77 :Symbol-ALLSEC, Date-2020-11-26, Series-EQ
INFO:root:Create record 78 :Symbol-ALMONDZ, Date-2020-11-26, Series-EQ
INFO:root:Create record 79 :Symbol-ALOKINDS, Date-2020-11-26, Series-EQ
INFO:root:Create record 80 :Symbol-ALPA, Date-2020-11-26, Series-BE
INFO:root:Create record 81 :Symbol-ALPHAGEO, Date-2020-11-26, Series-EQ
INFO:root:Create record 82 :Symbol-AMARAJABAT, Date-2020-11-26, Series-EQ
INFO:root:Create record 83 :Symbol-AMBANIORG, Date-2020-11-26, Series-SM
INFO:root:Create record 84 :Symbol-AMBER, Date-2020-11-26, Series-EQ
INFO:root:Create record 85 :Symbol-AMBIKCO, Date-2020-11-26, Series-EQ
INFO:root:Create record 86 :Symbol-AMBUJACEM, Date-2020-11-26, Series-EQ
INFO:root:Create record 87 :Symbol-AMDIND, Date-2020-11-26, Series-EQ
INFO:root:Create record 88 :Symbol-AMJLAND, Date-2020-11-26, Series-EQ
INFO:root:Create record 89 :Symbol-AMRUTANJAN, Date-2020-11-26, Series-EQ
INFO:root:Create record 90 :Symbol-ANANTRAJ, Date-2020-11-26, Series-EQ
INFO:root:Create record 91 :Symbol-ANDHRACEMT, Date-2020-11-26, Series-EQ
INFO:root:Create record 92 :Symbol-ANDHRAPAP, Date-2020-11-26, Series-EQ
INFO:root:Create record 93 :Symbol-ANDHRSUGAR, Date-2020-11-26, Series-EQ
INFO:root:Create record 94 :Symbol-ANGELBRKG, Date-2020-11-26, Series-EQ
INFO:root:Create record 95 :Symbol-ANIKINDS, Date-2020-11-26, Series-EQ
INFO:root:Create record 96 :Symbol-ANKITMETAL, Date-2020-11-26, Series-EQ
INFO:root:Create record 97 :Symbol-ANSALAPI, Date-2020-11-26, Series-EQ
INFO:root:Create record 98 :Symbol-ANSALHSG, Date-2020-11-26, Series-EQ
INFO:root:Create record 99 :Symbol-ANUP, Date-2020-11-26, Series-EQ
INFO:root:Create record 100 :Symbol-APARINDS, Date-2020-11-26, Series-EQ
INFO:root:Create record 101 :Symbol-APCL, Date-2020-11-26, Series-EQ
INFO:root:Create record 102 :Symbol-APCOTEXIND, Date-2020-11-26, Series-EQ
INFO:root:Create record 103 :Symbol-APEX, Date-2020-11-26, Series-EQ
INFO:root:Create record 104 :Symbol-APLAPOLLO, Date-2020-11-26, Series-EQ
INFO:root:Create record 105 :Symbol-APLLTD, Date-2020-11-26, Series-EQ
INFO:root:Create record 106 :Symbol-APOLLO, Date-2020-11-26, Series-EQ
INFO:root:Create record 107 :Symbol-APOLLOHOSP, Date-2020-11-26, Series-EQ
INFO:root:Create record 108 :Symbol-APOLLOPIPE, Date-2020-11-26, Series-EQ
INFO:root:Create record 109 :Symbol-APOLLOTYRE, Date-2020-11-26, Series-EQ
INFO:root:Create record 110 :Symbol-APOLSINHOT, Date-2020-11-26, Series-EQ
INFO:root:Create record 111 :Symbol-APTECHT, Date-2020-11-26, Series-EQ
INFO:root:Create record 112 :Symbol-ARCHIDPLY, Date-2020-11-26, Series-EQ
INFO:root:Create record 113 :Symbol-ARCHIES, Date-2020-11-26, Series-EQ
INFO:root:Create record 114 :Symbol-ARCOTECH, Date-2020-11-26, Series-EQ
INFO:root:Create record 115 :Symbol-ARENTERP, Date-2020-11-26, Series-EQ
INFO:root:Create record 116 :Symbol-ARIES, Date-2020-11-26, Series-EQ
INFO:root:Create record 117 :Symbol-ARIHANT, Date-2020-11-26, Series-EQ
INFO:root:Create record 118 :Symbol-ARIHANTSUP, Date-2020-11-26, Series-EQ
INFO:root:Create record 119 :Symbol-ARMANFIN, Date-2020-11-26, Series-EQ
INFO:root:Create record 120 :Symbol-AROGRANITE, Date-2020-11-26, Series-EQ
INFO:root:Create record 121 :Symbol-ARROWGREEN, Date-2020-11-26, Series-EQ
INFO:root:Create record 122 :Symbol-ARSHIYA, Date-2020-11-26, Series-EQ
INFO:root:Create record 123 :Symbol-ARSSINFRA, Date-2020-11-26, Series-EQ
INFO:root:Create record 124 :Symbol-ARTEMISMED, Date-2020-11-26, Series-EQ
INFO:root:Create record 125 :Symbol-ARVIND, Date-2020-11-26, Series-EQ
