,Index,Date,Open,High,Low,Close,Shares Traded,Turnover
679,NIFTYNEXT50,20190712,26977.75,27139.65,26933.25,26983.65,159945697,3785.58
680,NIFTYNEXT50,20190715,27039.6,27148.7,26929.7,27096.3,143758684,3730.89
681,NIFTYNEXT50,20190716,27072.45,27395.0,27031.1,27365.5,172897717,4315.54
682,NIFTYNEXT50,20190717,27371.5,27547.5,27354.95,27428.35,179694167,4462.7
683,NIFTYNEXT50,20190718,27410.7,27417.5,27094.4,27120.05,189421872,4325.35
684,NIFTYNEXT50,20190719,27264.6,27323.2,26598.3,26656.15,259852759,6484.79
685,NIFTYNEXT50,20190722,26615.55,26713.9,26331.85,26676.1,187813267,4422.66
686,NIFTYNEXT50,20190723,26706.25,26752.0,26495.7,26560.25,216330631,4299.31
687,NIFTYNEXT50,20190724,26569.9,26638.45,26064.95,26133.9,293172588,5648.42
688,NIFTYNEXT50,20190725,26221.6,26476.65,26215.3,26302.15,232015815,5343.59
689,NIFTYNEXT50,20190726,26342.35,26629.5,26253.95,26553.9,248122116,3951.82
690,NIFTYNEXT50,20190729,26532.3,26559.05,26086.65,26197.35,800260852,3916.19
691,NIFTYNEXT50,20190730,26207.0,26397.65,25796.4,25838.0,544330890,4601.86
692,NIFTYNEXT50,20190731,25748.25,26111.85,25490.05,26071.3,323464956,4079.3
693,NIFTYNEXT50,20190801,25957.5,26107.75,25508.25,25732.95,298354061,4167.19
694,NIFTYNEXT50,20190802,25607.4,25953.4,25336.7,25811.25,448886253,5295.11
695,NIFTYNEXT50,20190805,25639.6,25728.1,25337.8,25601.75,276803220,3766.58
696,NIFTYNEXT50,20190806,25502.7,25930.1,25498.7,25848.5,300516320,4156.59
697,NIFTYNEXT50,20190807,25893.6,26054.25,25675.15,25730.0,322850113,4135.65
698,NIFTYNEXT50,20190808,25875.45,26117.45,25745.4,26050.65,375943807,5397.08
699,NIFTYNEXT50,20190809,26159.65,26443.0,26133.6,26236.6,345376883,4928.48
700,NIFTYNEXT50,20190813,26228.3,26228.9,25583.05,25636.1,404567265,4644.54
701,NIFTYNEXT50,20190814,25659.3,25958.95,25553.65,25914.0,352211522,5768.91
702,NIFTYNEXT50,20190816,25837.5,26021.85,25693.65,25999.6,414305093,3995.3
703,NIFTYNEXT50,20190819,26078.4,26266.05,25947.05,25981.65,271331850,3882.44
704,NIFTYNEXT50,20190820,26005.55,26032.85,25708.4,25783.45,323298786,3980.29
705,NIFTYNEXT50,20190821,25827.2,25837.75,25455.55,25482.05,298545967,4081.76
706,NIFTYNEXT50,20190822,25460.85,25476.85,25078.75,25136.9,432641931,5068.82
707,NIFTYNEXT50,20190823,25081.4,25418.0,24873.25,25345.1,396929665,4703.72
708,NIFTYNEXT50,20190826,25749.0,25849.55,25174.25,25813.55,457364057,5162.65
709,NIFTYNEXT50,20190827,25929.25,26226.9,25923.3,26156.25,506307212,10210.63
710,NIFTYNEXT50,20190828,26204.2,26234.25,25880.5,26032.15,354754390,4229.26
711,NIFTYNEXT50,20190829,25979.6,26099.2,25820.25,26046.9,333285731,3832.66
712,NIFTYNEXT50,20190830,26155.65,26457.2,26001.45,26405.05,338095558,5054.21
713,NIFTYNEXT50,20190903,26259.85,26310.35,25770.45,25834.35,235497641,4493.71
714,NIFTYNEXT50,20190904,25858.55,25893.75,25511.95,25800.55,261045879,4200.22
715,NIFTYNEXT50,20190905,25878.95,26036.8,25853.55,25935.05,236876724,3821.37
716,NIFTYNEXT50,20190906,26025.2,26082.35,25883.95,26053.95,252987894,3458.85
717,NIFTYNEXT50,20190909,26048.65,26189.45,25970.4,26141.0,198896456,2866.91
718,NIFTYNEXT50,20190911,26184.95,26363.6,26112.05,26309.65,342399974,6217.16
719,NIFTYNEXT50,20190912,26380.0,26495.85,26253.15,26285.0,300496658,4026.03
720,NIFTYNEXT50,20190913,26375.05,26486.45,26104.45,26460.1,298072326,4260.44
721,NIFTYNEXT50,20190916,26282.15,26494.6,26163.4,26431.2,211777953,3953.96
722,NIFTYNEXT50,20190917,26436.6,26476.65,25947.4,25987.95,362805829,4297.25
723,NIFTYNEXT50,20190918,26127.3,26193.1,25948.1,26149.9,274232923,3400.45
724,NIFTYNEXT50,20190919,26178.7,26189.0,25814.75,25922.1,469329052,3224.52
725,NIFTYNEXT50,20190920,26026.45,27476.35,25812.05,27406.85,676180708,9672.52
726,NIFTYNEXT50,20190923,27841.7,28152.15,27731.2,27912.35,447534013,8422.69
727,NIFTYNEXT50,20190924,27972.2,28030.4,27679.35,27942.55,307909518,5058.94
728,NIFTYNEXT50,20190925,27874.15,27891.95,27408.6,27484.5,300192303,4875.36
729,NIFTYNEXT50,20190926,27517.6,27929.35,27512.95,27811.0,344957114,6226.99
730,NIFTYNEXT50,20190927,27790.7,27955.2,27710.05,27818.1,322904494,5722.7
731,NIFTYNEXT50,20190930,27794.4,27807.7,27380.1,27520.3,676661838,7657.63
732,NIFTYNEXT50,20191001,27630.5,27758.65,26901.8,27249.85,565909064,7947.43
733,NIFTYNEXT50,20191003,27151.6,27285.35,26924.3,27023.2,367964313,5920.88
734,NIFTYNEXT50,20191004,27136.25,27180.5,26641.1,26681.6,314793143,5139.02
735,NIFTYNEXT50,20191007,26651.8,26680.45,26256.7,26295.05,323006240,5688.42
736,NIFTYNEXT50,20191009,26320.9,26681.25,26169.05,26660.3,458080560,6260.53
737,NIFTYNEXT50,20191010,26575.8,26684.0,26421.4,26492.85,688172340,6477.22
738,NIFTYNEXT50,20191011,26556.8,26699.1,26385.15,26598.6,418024728,6891.38
739,NIFTYNEXT50,20191014,26679.6,26899.8,26622.7,26791.6,375422194,5566.31
740,NIFTYNEXT50,20191015,26829.75,27052.6,26803.25,27010.6,364648965,8619.66
741,NIFTYNEXT50,20191016,27085.1,27285.25,27041.9,27240.55,554664940,9579.23
742,NIFTYNEXT50,20191017,27275.6,27650.6,27230.8,27627.6,459730274,7098.8
743,NIFTYNEXT50,20191018,27665.2,28065.1,27605.5,28014.15,405696438,7148.15
744,NIFTYNEXT50,20191022,28088.0,28379.95,28049.4,28163.95,415268821,8105.38
745,NIFTYNEXT50,20191023,28202.65,28326.05,28007.75,28140.45,375759536,6030.1
746,NIFTYNEXT50,20191024,28220.75,28291.6,27932.95,28045.25,968996532,5982.91
747,NIFTYNEXT50,20191025,28054.65,28089.45,27767.75,27959.55,-,-
748,NIFTYNEXT50,20191027,28145.4,28197.65,28067.6,28123.2,108324650,807.56
749,NIFTYNEXT50,20191029,28105.35,28480.25,28049.95,28447.6,615426441,7061.67
750,NIFTYNEXT50,20191030,28557.6,28738.6,28491.6,28636.4,550442771,9508.16
751,NIFTYNEXT50,20191031,28757.75,28883.15,28647.75,28722.1,699516490,7334.35
752,NIFTYNEXT50,20191101,28794.25,28953.7,28671.05,28706.55,1041643795,6959.48
753,NIFTYNEXT50,20191104,28760.05,28913.9,28608.7,28652.9,418262857,6386.36
754,NIFTYNEXT50,20191105,28670.85,28695.7,28375.1,28442.35,399972441,7059.98
755,NIFTYNEXT50,20191106,28449.6,28613.1,28292.6,28534.2,421184653,7045.15
756,NIFTYNEXT50,20191107,28673.15,28735.6,28579.2,28686.25,482454082,8863.03
757,NIFTYNEXT50,20191108,28721.4,28810.9,28342.05,28387.25,538344792,9286.56
758,NIFTYNEXT50,20191111,28323.9,28560.75,28296.0,28451.15,398036421,6724.01
759,NIFTYNEXT50,20191113,28535.85,28746.45,28214.2,28298.6,496340481,7842.8
760,NIFTYNEXT50,20191114,28324.65,28327.35,28077.95,28175.6,815087428,6789.57
761,NIFTYNEXT50,20191115,28266.65,28329.3,28103.65,28195.55,1065938722,6362.85
762,NIFTYNEXT50,20191118,28262.15,28302.75,28119.45,28154.0,752865475,5450.15
763,NIFTYNEXT50,20191119,28152.1,28174.95,28006.7,28071.9,1289916989,11049.55
764,NIFTYNEXT50,20191120,28178.7,28349.65,28164.65,28245.95,2030449885,7396.3
765,NIFTYNEXT50,20191121,28360.8,28360.8,28099.3,28132.6,1092287265,6872.18
766,NIFTYNEXT50,20191122,28157.7,28177.65,27972.15,28059.2,656584983,6456.96
767,NIFTYNEXT50,20191125,28090.05,28475.2,28084.35,28443.5,756797332,6935.52
768,NIFTYNEXT50,20191126,28554.3,28673.45,28162.1,28264.05,1742403332,23853.5
769,NIFTYNEXT50,20191127,28357.4,28497.95,28295.3,28468.7,583300209,6196.12
770,NIFTYNEXT50,20191128,28500.85,28835.35,28454.95,28765.6,945905087,10729.84
771,NIFTYNEXT50,20191129,28798.05,28906.6,28468.05,28546.45,795346346,11486.02
772,NIFTYNEXT50,20191202,28581.05,28592.1,28378.0,28539.45,1710841508,8045.17
773,NIFTYNEXT50,20191203,28608.45,28611.35,28265.15,28333.2,950099236,6774.71
774,NIFTYNEXT50,20191204,28239.1,28400.35,28187.05,28364.2,913677419,6473.85
775,NIFTYNEXT50,20191205,28337.9,28399.85,28094.75,28145.55,503188177,5550.46
776,NIFTYNEXT50,20191206,28221.2,28264.95,27741.55,27854.05,724660530,6023.28
777,NIFTYNEXT50,20191209,27870.3,27989.35,27705.0,27758.05,510928680,5404.74
778,NIFTYNEXT50,20191210,27786.45,27857.05,27430.0,27463.65,566311085,6083.28
779,NIFTYNEXT50,20191211,27509.7,27629.1,27347.3,27594.25,413280687,5566.42
780,NIFTYNEXT50,20191212,27734.3,27880.0,27675.25,27793.8,296147204,5256.4
781,NIFTYNEXT50,20191213,27906.2,28102.0,27893.3,28076.7,521367672,6722.76
782,NIFTYNEXT50,20191216,28095.9,28121.6,27896.0,27915.25,331819900,5141.39
783,NIFTYNEXT50,20191217,27977.4,28066.3,27921.0,28031.75,467178928,4934.5
784,NIFTYNEXT50,20191218,28086.15,28171.3,27908.9,28138.2,501782905,5280.36
785,NIFTYNEXT50,20191219,28154.0,28287.1,28142.8,28245.3,377802801,4710.94
786,NIFTYNEXT50,20191220,28282.25,28436.35,28270.95,28406.25,381571638,7390.41
787,NIFTYNEXT50,20191223,28383.55,28523.1,28262.8,28395.75,291491248,4446.57
788,NIFTYNEXT50,20191224,28423.7,28430.4,28318.75,28382.85,250955193,4047.51
789,NIFTYNEXT50,20191226,28409.1,28435.25,28259.75,28280.25,341108696,4493.23
790,NIFTYNEXT50,20191227,28354.5,28500.25,28319.9,28476.8,324272733,4776.47
791,NIFTYNEXT50,20191230,28528.95,28612.95,28406.7,28484.85,291220117,3492.11
792,NIFTYNEXT50,20191231,28495.0,28549.5,28270.25,28307.55,315369397,4223.1
793,NIFTYNEXT50,20200101,28353.45,28436.8,28272.3,28293.35,138671499,2473.8
794,NIFTYNEXT50,20200102,28325.45,28552.8,28314.55,28535.4,229906379,4109.02
795,NIFTYNEXT50,20200103,28493.6,28585.9,28385.6,28478.95,236965716,4887.93
796,NIFTYNEXT50,20200106,28316.45,28338.35,27831.35,27894.9,251654927,4992.58
797,NIFTYNEXT50,20200107,28049.55,28347.3,27971.75,28101.2,282395888,5273.44
798,NIFTYNEXT50,20200108,27739.05,28145.4,27738.4,28113.55,499260131,4593.78
799,NIFTYNEXT50,20200109,28397.1,28517.05,28349.35,28484.3,568303526,5511.42
800,NIFTYNEXT50,20200110,28556.7,28680.7,28463.25,28556.05,270001708,5203.05
801,NIFTYNEXT50,20200113,28669.35,28807.45,28631.25,28783.55,276928083,4748.1
802,NIFTYNEXT50,20200114,28836.5,28917.0,28770.0,28845.25,218443697,5119.1
803,NIFTYNEXT50,20200115,28862.5,28986.05,28716.65,28957.95,283151481,5161.12
804,NIFTYNEXT50,20200116,29068.2,29101.55,28898.25,28978.6,332827652,4677.17
805,NIFTYNEXT50,20200117,28957.3,29083.95,28929.25,29034.85,1203642577,4863.54
806,NIFTYNEXT50,20200120,29122.85,29162.7,28724.4,28754.45,566303599,4847.53
807,NIFTYNEXT50,20200121,28699.1,28801.2,28583.85,28617.35,808450424,5063.93
808,NIFTYNEXT50,20200122,28711.35,28742.0,28552.9,28593.0,547571882,6117.55
809,NIFTYNEXT50,20200123,28638.35,28936.75,28604.95,28898.3,826459458,7188.96
810,NIFTYNEXT50,20200124,28888.6,29204.4,28835.2,29153.75,340096134,5393.14
811,NIFTYNEXT50,20200127,29058.75,29259.5,28895.0,28960.75,302957248,4800.22
812,NIFTYNEXT50,20200128,29034.75,29144.1,28846.95,28888.75,428737198,6676.01
813,NIFTYNEXT50,20200129,29025.2,29145.7,28980.75,29045.4,340660266,5005.26
814,NIFTYNEXT50,20200130,29078.75,29094.85,28423.3,28533.0,411849747,6298.78
815,NIFTYNEXT50,20200131,28656.1,28694.3,28263.15,28294.6,372809537,6127.79
816,NIFTYNEXT50,20200201,28283.1,28617.9,27215.6,27340.5,320520918,6111.68
817,NIFTYNEXT50,20200203,27302.1,27672.45,27193.85,27534.7,358962073,7240.92
818,NIFTYNEXT50,20200204,27728.85,28243.1,27722.5,28112.45,339261994,8141.86
819,NIFTYNEXT50,20200205,28235.3,28565.75,28172.05,28537.8,331802455,6705.38
820,NIFTYNEXT50,20200206,28625.3,28934.7,28599.95,28871.35,444953742,11085.2
821,NIFTYNEXT50,20200207,28900.0,29088.25,28814.25,29046.45,364301729,8442.77
822,NIFTYNEXT50,20200210,29066.95,29075.35,28851.35,28953.7,301117446,5942.05
823,NIFTYNEXT50,20200211,29086.65,29129.15,28821.2,28854.35,344653397,7237.28
824,NIFTYNEXT50,20200212,28927.4,29045.95,28743.45,28855.35,518283911,7850.11
825,NIFTYNEXT50,20200213,28829.5,28844.65,28682.75,28807.6,291899764,5789.68
826,NIFTYNEXT50,20200214,28790.4,28894.65,28453.5,28501.05,1588581995,6581.41
827,NIFTYNEXT50,20200217,28513.65,28572.75,28143.4,28169.6,975829450,4721.42
828,NIFTYNEXT50,20200218,28116.45,28116.45,27750.75,28060.35,843614883,5215.97
829,NIFTYNEXT50,20200219,28290.2,28643.35,28284.75,28630.75,1199214781,6983.08
830,NIFTYNEXT50,20200220,28632.2,28958.75,28627.55,28669.8,1218901871,8620.21
831,NIFTYNEXT50,20200224,28478.8,28599.25,28011.1,28073.9,901624094,6759.02
832,NIFTYNEXT50,20200225,28217.2,28356.05,27835.25,27863.65,814697493,6929.63
833,NIFTYNEXT50,20200226,27757.65,27826.25,27401.15,27470.15,532868825,6520.65
834,NIFTYNEXT50,20200227,27451.5,27458.55,27087.35,27404.3,632236444,6683.73
835,NIFTYNEXT50,20200228,26859.65,26887.5,26287.9,26482.0,729355138,10292.97
836,NIFTYNEXT50,20200302,26870.1,27216.2,26164.4,26404.3,564245515,8706.66
837,NIFTYNEXT50,20200303,26609.25,27035.55,26557.4,26926.3,579933863,7373.07
838,NIFTYNEXT50,20200304,27077.35,27103.3,26367.1,26717.15,471520774,7582.19
839,NIFTYNEXT50,20200305,26874.7,27097.9,26710.85,26877.55,598028285,6959.26
840,NIFTYNEXT50,20200306,26000.05,26397.7,25905.75,26291.85,580086476,6825.4
841,NIFTYNEXT50,20200309,25843.85,25899.45,25009.35,25139.45,978827563,7362.06
842,NIFTYNEXT50,20200311,25065.4,25454.3,24888.1,24955.6,1004340848,6874.34
843,NIFTYNEXT50,20200312,24047.1,24087.45,22629.65,22776.4,1157846401,8801.82
844,NIFTYNEXT50,20200313,21140.65,23851.45,20224.0,23423.8,1807378431,8537.34
845,NIFTYNEXT50,20200316,22653.0,23190.15,21998.45,22184.35,1607441821,6679.12
846,NIFTYNEXT50,20200317,22210.0,22802.55,21843.0,22003.15,977059121,6544.99
847,NIFTYNEXT50,20200318,22300.85,22370.8,20816.0,20924.75,2592956381,8181.84
848,NIFTYNEXT50,20200319,19964.05,20975.15,19387.65,20238.25,1031291168,7261.83
849,NIFTYNEXT50,20200320,20421.75,21369.4,20071.05,20963.8,925603840,8416.43
850,NIFTYNEXT50,20200323,19308.85,19803.3,18442.95,18524.65,570879654,4234.33
851,NIFTYNEXT50,20200324,18781.0,19379.1,18384.05,18720.1,572467091,5028.04
852,NIFTYNEXT50,20200325,18504.4,19502.7,18482.45,19393.0,417247613,5234.54
853,NIFTYNEXT50,20200326,19714.5,20713.5,19490.75,20459.85,554009762,7165.65
854,NIFTYNEXT50,20200327,21002.4,21482.05,20206.9,20431.6,504853721,7072.53
855,NIFTYNEXT50,20200330,20085.8,20609.25,19776.5,20263.0,297354724,4274.51
856,NIFTYNEXT50,20200331,20788.05,21194.7,20429.35,21116.25,392164493,4845.73
857,NIFTYNEXT50,20200401,21168.3,21286.0,20592.65,20664.55,401002645,4174.21
858,NIFTYNEXT50,20200403,20730.7,20744.3,20277.25,20399.7,436466163,5701.34
859,NIFTYNEXT50,20200407,21068.5,21766.4,20841.1,21702.3,459826333,7331.29
860,NIFTYNEXT50,20200408,21675.5,22700.45,21565.95,22139.65,549904885,8656.08
861,NIFTYNEXT50,20200409,22602.8,23044.3,22582.3,22898.85,435724412,7990.75
862,NIFTYNEXT50,20200413,22903.55,22950.5,22389.6,22864.5,1086481582,7739.0
863,NIFTYNEXT50,20200415,23056.15,23598.95,22853.75,23051.15,1069676598,8552.19
864,NIFTYNEXT50,20200416,22950.3,23394.55,22735.7,23222.85,747613721,7504.9
865,NIFTYNEXT50,20200417,23862.15,23917.95,23215.0,23513.7,992325901,8966.88
866,NIFTYNEXT50,20200420,23726.6,23730.1,23371.25,23395.4,649208265,7573.69
867,NIFTYNEXT50,20200421,22953.35,23183.6,22787.5,23022.85,572172227,8713.45
868,NIFTY100,20180604,11083.35,11087.1,10931.45,10940.05,384246976,17737.75
869,NIFTY100,20180605,10941.7,10944.25,10852.2,10892.85,363062530,13470.57
870,NIFTY100,20180606,10903.2,11010.1,10889.65,10997.2,366431422,13297.76
871,NIFTY100,20180607,11037.9,11134.5,11037.9,11091.95,404957186,14617.61
872,NIFTY100,20180608,11059.3,11108.6,11035.95,11098.25,409987829,15976.9
873,NIFTY100,20180611,11115.7,11179.6,11106.3,11116.2,397366998,14798.91
874,NIFTY100,20180612,11144.4,11189.9,11119.35,11176.7,377012998,15391.47
875,NIFTY100,20180613,11219.75,11226.0,11176.05,11185.9,393342965,16520.25
876,NIFTY100,20180614,11165.35,11166.0,11101.4,11139.95,342099427,14976.51
877,NIFTY100,20180615,11139.25,11162.15,11078.3,11136.3,500694338,23576.81
878,NIFTY100,20180618,11148.4,11148.4,11102.75,11112.9,324749555,13767.26
879,NIFTY100,20180619,11100.4,11100.4,11012.45,11021.95,379700828,15507.72
880,NIFTY100,20180620,11047.85,11087.5,11030.95,11076.05,357334883,14364.83
881,NIFTY100,20180621,11113.25,11115.0,11025.9,11039.95,370538278,15438.27
882,NIFTY100,20180622,11041.15,11134.45,11001.05,11119.65,376245742,16635.58
883,NIFTY100,20180625,11120.95,11127.6,11034.95,11045.45,386836056,14989.17
884,NIFTY100,20180626,11025.6,11091.4,11016.1,11054.1,406789001,15784.0
885,NIFTY100,20180627,11072.1,11072.1,10927.9,10946.7,429810297,17441.57
886,NIFTY100,20180628,10934.8,10951.35,10827.15,10855.0,590628884,24695.36
887,NIFTY100,20180629,10884.15,11000.2,10883.65,10993.45,430645792,18275.85
888,NIFTY100,20180702,11013.1,11015.6,10874.95,10929.85,473960827,16763.29
889,NIFTY100,20180703,10940.75,10985.65,10899.1,10974.2,357455313,13956.57
890,NIFTY100,20180704,10986.0,11040.6,10944.2,11033.0,323739944,14928.07
891,NIFTY100,20180705,11049.65,11049.65,10989.95,11008.6,373025504,17096.39
892,NIFTY100,20180706,11001.65,11084.8,10991.8,11037.2,440793364,17691.78
893,NIFTY100,20180709,11104.5,11126.35,11074.05,11119.55,319652804,13321.19
894,NIFTY100,20180710,11170.7,11227.75,11147.65,11218.65,360525058,16376.26
895,NIFTY100,20180711,11225.75,11244.25,11191.75,11206.85,380359896,19245.6
896,NIFTY100,20180712,11266.05,11333.8,11258.95,11269.7,420882166,19422.2
897,NIFTY100,20180713,11302.75,11313.95,11240.05,11258.7,401352596,17825.38
898,NIFTY100,20180716,11260.75,11261.05,11140.25,11151.1,383047338,16985.07
899,NIFTY100,20180717,11155.65,11240.9,11138.85,11230.7,441959532,16536.43
900,NIFTY100,20180718,11283.25,11298.2,11163.95,11189.1,553896048,18311.0
901,NIFTY100,20180719,11209.45,11214.5,11137.95,11160.5,500414998,16397.75
902,NIFTY100,20180720,11166.45,11232.35,11145.95,11215.8,374909768,17383.42
903,NIFTY100,20180723,11230.0,11314.9,11222.05,11306.95,442525231,19181.87
904,NIFTY100,20180724,11332.85,11395.15,11329.1,11389.2,545620992,20399.88
905,NIFTY100,20180725,11404.9,11413.15,11364.8,11385.5,469790676,17500.71
906,NIFTY100,20180726,11390.45,11450.7,11388.0,11431.15,699517047,28770.23
907,NIFTY100,20180727,11495.8,11547.3,11476.8,11542.35,591432626,19725.86
908,NIFTY100,20180730,11564.4,11602.1,11527.85,11594.75,601952703,20089.5
909,NIFTY100,20180731,11585.2,11643.1,11541.45,11633.85,553326367,21332.65
910,NIFTY100,20180801,11640.9,11670.2,11592.0,11629.65,581070772,20025.21
911,NIFTY100,20180802,11613.1,11613.1,11524.65,11535.6,442211411,17235.28
912,NIFTY100,20180803,11588.15,11655.9,11585.8,11648.85,457290767,17476.64
913,NIFTY100,20180806,11689.8,11714.8,11659.1,11674.25,407974204,15471.58
914,NIFTY100,20180807,11710.35,11715.9,11643.1,11675.5,537761961,17637.24
915,NIFTY100,20180808,11698.85,11741.1,11663.1,11731.75,450989684,16614.55
916,NIFTY100,20180809,11773.2,11775.35,11735.9,11756.15,534443264,20210.21
917,NIFTY100,20180810,11761.15,11763.45,11695.7,11707.35,541009898,19625.25
918,NIFTY100,20180813,11645.95,11681.25,11612.5,11624.65,426249079,16720.62
919,NIFTY100,20180814,11651.15,11717.8,11642.6,11703.4,392877490,17702.67
920,NIFTY100,20180816,11665.0,11718.8,11628.9,11647.75,470570618,20864.91
921,NIFTY100,20180817,11701.9,11758.9,11697.45,11747.2,398342324,17215.44
922,NIFTY100,20180820,11782.05,11847.55,11779.75,11838.15,432622960,18429.75
923,NIFTY100,20180821,11864.7,11870.65,11828.4,11862.1,398103951,18005.78
924,NIFTY100,20180823,11910.75,11910.75,11839.3,11881.4,432007236,20774.28
925,NIFTY100,20180824,11865.2,11901.95,11824.15,11856.2,455729120,17745.2
926,NIFTY100,20180827,11905.5,11997.75,11895.95,11989.35,403961101,16486.1
927,NIFTY100,20180828,12028.5,12056.85,12001.45,12028.3,421365193,18180.68
928,NIFTY100,20180829,12036.75,12047.1,11986.95,11998.6,514214498,20377.61
929,NIFTY100,20180830,12002.25,12007.55,11954.65,11991.15,597547976,24704.31
930,NIFTY100,20180831,11993.05,12049.1,11959.7,12003.1,636312047,26450.63
931,NIFTY100,20180903,12075.8,12075.8,11888.5,11904.35,466166979,20836.08
932,NIFTY100,20180904,11917.6,11923.1,11771.8,11798.95,477602670,21342.47
933,NIFTY100,20180905,11789.1,11816.85,11657.15,11751.05,606042210,21349.12
934,NIFTY100,20180906,11792.25,11838.45,11710.95,11815.4,499894777,21199.75
935,NIFTY100,20180907,11838.2,11893.75,11767.2,11879.9,552913242,23388.32
936,NIFTY100,20180910,11860.9,11867.25,11706.7,11717.95,493368544,21193.9
937,NIFTY100,20180911,11757.15,11759.45,11541.8,11555.2,547313340,23796.06
938,NIFTY100,20180912,11604.55,11648.0,11508.5,11635.2,533033916,21055.91
939,NIFTY100,20180914,11711.2,11800.2,11707.3,11791.7,483721928,21335.08
940,NIFTY100,20180917,11740.8,11740.8,11645.6,11656.5,385513868,15762.79
941,NIFTY100,20180918,11659.0,11690.95,11535.5,11546.15,564873683,19421.55
942,NIFTY100,20180919,11595.0,11602.2,11471.6,11499.85,532690349,20323.75
943,NIFTY100,20180921,11539.6,11610.05,11073.95,11387.55,1129401189,42767.19
944,NIFTY100,20180924,11412.35,11416.95,11163.7,11185.55,644807335,27761.83
945,NIFTY100,20180925,11185.6,11304.7,11089.2,11287.6,727009003,28417.13
946,NIFTY100,20180926,11370.35,11370.35,11218.15,11279.5,612154047,22277.65
947,NIFTY100,20180927,11305.2,11313.85,11164.6,11186.7,704063791,28591.82
948,NIFTY100,20180928,11221.55,11247.25,11039.35,11126.4,715947003,28536.89
949,NIFTY100,20181001,11123.95,11224.1,11002.25,11197.05,616339911,25218.31
950,NIFTY100,20181003,11172.1,11177.4,11029.35,11045.8,622050396,26425.83
951,NIFTY100,20181004,10938.75,10938.75,10742.5,10794.3,653027369,28829.04
952,NIFTY100,20181005,10711.3,10735.85,10454.95,10510.05,847949244,29706.09
953,NIFTY100,20181008,10502.05,10587.4,10373.15,10523.8,678303671,26571.51
954,NIFTY100,20181009,10566.7,10576.65,10433.2,10473.55,659327711,23075.37
955,NIFTY100,20181010,10505.75,10678.85,10496.7,10657.8,601087367,24685.52
956,NIFTY100,20181011,10360.8,10537.95,10329.05,10432.05,682772633,26409.36
957,NIFTY100,20181012,10532.25,10692.1,10523.3,10671.3,521872348,22732.14
958,NIFTY100,20181015,10722.4,10725.45,10607.35,10712.6,392646214,17809.2
959,NIFTY100,20181016,10751.75,10813.65,10729.5,10796.1,411420766,19013.95
960,NIFTY100,20181017,10900.6,10922.95,10632.9,10648.7,458930781,21315.58
961,NIFTY100,20181019,10541.05,10586.75,10449.35,10504.05,570138805,25478.9
962,NIFTY100,20181022,10606.1,10608.65,10424.35,10445.85,453438974,20921.4
963,NIFTY100,20181023,10354.15,10423.65,10294.85,10341.55,452077911,21705.09
964,NIFTY100,20181024,10468.15,10481.95,10313.5,10415.4,525590536,23530.54
965,NIFTY100,20181025,10319.35,10351.5,10267.6,10307.7,776712468,29000.6
966,NIFTY100,20181026,10308.8,10321.8,10186.0,10225.3,578224558,20550.28
967,NIFTY100,20181029,10272.7,10473.75,10213.0,10452.8,552310007,21871.98
968,NIFTY100,20181030,10444.05,10491.85,10387.15,10413.6,502232408,19114.82
969,NIFTY100,20181031,10428.9,10615.1,10322.35,10604.6,607333586,27101.0
970,NIFTY100,20181101,10660.5,10660.7,10567.45,10607.6,566850800,23536.42
971,NIFTY100,20181102,10691.15,10841.7,10686.2,10782.3,656037238,26756.42
972,NIFTY100,20181105,10786.65,10789.2,10708.85,10761.0,470065486,18340.01
973,NIFTY100,20181106,10790.1,10836.4,10717.3,10758.45,438807073,17037.56
974,NIFTY100,20181107,10842.95,10845.5,10812.8,10828.85,49597981,1961.87
975,NIFTY100,20181109,10845.9,10855.4,10779.15,10823.3,441548166,18554.74
976,NIFTY100,20181112,10847.3,10883.1,10696.4,10715.05,386537354,16566.14
977,NIFTY100,20181113,10686.2,10820.35,10674.25,10807.3,385548439,16421.9
978,NIFTY100,20181114,10857.95,10875.15,10759.1,10803.15,670239963,24562.65
979,NIFTY100,20181115,10807.3,10867.1,10779.05,10844.6,518892413,18833.17
980,NIFTY100,20181116,10871.6,10922.05,10855.05,10908.2,602278728,20921.91
981,NIFTY100,20181119,10958.25,10999.35,10914.6,10988.15,482564210,17315.91
982,NIFTY100,20181120,10963.95,10967.1,10860.1,10875.0,483561855,16467.42
983,NIFTY100,20181121,10891.4,10897.6,10791.05,10836.3,492686031,18777.85
984,NIFTY100,20181122,10847.75,10878.85,10746.75,10761.4,408064396,15103.09
985,NIFTY100,20181126,10803.45,10866.7,10719.6,10856.85,508190142,19698.26
986,NIFTY100,20181127,10848.55,10915.05,10825.3,10905.85,541395771,20766.1
987,NIFTY100,20181128,10926.75,10972.85,10919.8,10940.25,609902090,21482.75
988,NIFTY100,20181129,11017.75,11087.75,10990.65,11065.9,941637341,31505.11
989,NIFTY100,20181130,11098.35,11130.0,11045.85,11092.25,802093420,26427.09
990,NIFTY100,20181203,11146.8,11154.2,11065.55,11103.2,608638414,22323.06
991,NIFTY100,20181204,11097.5,11112.65,11054.65,11086.4,487797881,19497.03
992,NIFTY100,20181205,11036.1,11037.25,10953.75,10989.15,501908799,18928.67
